Name,Date,Hour,StolenObject,PlaceDescription,Neighborhood,GeneralDescription,ModusOperandi
William Strickland,02/06/2022,23:26:32,Bolso,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Tonya Lee,04/15/2022,22:24:30,Vehiculo,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Renee Villegas,03/15/2022,05:25:46,Bolso,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Bradley Morales,07/20/2022,08:12:01,Bicicleta,Cerca a la universidad nacional de Colombia,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mr. Jason Nelson DVM,03/28/2022,01:53:52,Vehiculo,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Debbie Bishop,04/01/2022,23:11:30,Computador,En el centro de la ciudad,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Kevin Hardy,05/02/2022,20:54:10,Celular,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Albert Knight,07/16/2022,03:23:00,Billetera,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Susan Hawkins,01/18/2022,16:51:30,Papeles,Cerca a la universidad nacional de Colombia,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Tamara West,02/05/2022,13:20:02,Papeles,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Danielle Odom,03/10/2022,18:55:57,Billetera,Cerca a la universidad nacional de Colombia,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Karen Fischer,04/02/2022,22:31:01,Celular,En el centro de la ciudad,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Donald White,06/20/2022,06:53:37,Computador,En el centro de la ciudad,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Eric Castillo,05/21/2022,04:10:54,Papeles,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kimberly Schwartz,03/27/2022,01:50:59,Bolso,Cerca a la universidad nacional de Colombia,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Melinda Rasmussen,02/09/2022,19:16:54,Bolso,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Melissa Stafford,03/16/2022,03:15:59,Papeles,Cerca a la universidad nacional de Colombia,Kennedy,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Shari Warren,03/06/2022,09:44:23,Bicicleta,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Michelle Olson,03/21/2022,04:26:41,Bolso,Cerca a la universidad nacional de Colombia,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Benjamin Phillips,01/18/2022,03:29:13,Vehiculo,En el centro de la ciudad,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jose Schwartz,07/15/2022,05:56:26,Billetera,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Christopher Haynes,07/17/2022,12:17:52,Billetera,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Joseph Johnson,07/21/2022,08:09:29,Bicicleta,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Ruben Jordan,06/30/2022,01:57:49,Computador,Cerca a la universidad nacional de Colombia,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Elizabeth Wolf,02/07/2022,15:36:53,Celular,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Carlos Holden,03/26/2022,00:57:53,Billetera,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jennifer Hurley,06/02/2022,07:31:58,Bicicleta,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Stacy Peterson,03/07/2022,06:09:31,Bicicleta,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Melissa Anderson,05/09/2022,16:11:17,Bolso,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Hector Morgan,06/23/2022,04:14:18,Papeles,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Wong,01/10/2022,09:51:20,Bolso,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Morgan Vega,03/24/2022,15:43:44,Celular,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Margaret Mccoy,06/14/2022,15:18:15,Bolso,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Dawn Williams,06/26/2022,22:08:02,Bolso,En el centro de la ciudad,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Samuel Jennings,04/08/2022,01:47:17,Computador,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kara Kent,07/28/2022,07:00:54,Celular,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Mr. Michael Francis,01/05/2022,09:41:46,Bicicleta,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Joseph Moore,05/29/2022,17:38:20,Bolso,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jessica Campbell,07/04/2022,13:46:44,Bolso,Cerca a la universidad nacional de Colombia,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Craig Barnes,02/09/2022,01:09:01,Computador,En el centro de la ciudad,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Bianca Phillips,02/22/2022,13:06:58,Bolso,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Virginia Smith,02/05/2022,04:34:24,Vehiculo,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Bridget Compton,03/07/2022,14:57:36,Celular,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Dawn West,06/01/2022,18:32:07,Celular,En el centro de la ciudad,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Peter Miller,01/12/2022,08:33:12,Celular,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Ashley Dennis,01/13/2022,01:58:10,Bicicleta,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Angela Owen,02/21/2022,20:23:15,Celular,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Dr. Richard Stanley,01/26/2022,11:06:27,Bicicleta,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Betty Franklin,07/28/2022,10:16:22,Papeles,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Patrick Flores,02/10/2022,09:04:02,Computador,Cerca a la universidad nacional de Colombia,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Douglas Snyder,07/25/2022,06:16:18,Celular,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jill Smith,07/03/2022,05:52:53,Bolso,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Susan Stafford,01/28/2022,18:55:23,Papeles,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Carla Jones,02/25/2022,20:34:13,Bolso,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Luis Hall,02/01/2022,00:12:49,Computador,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Michael Hayes,01/09/2022,18:17:25,Bicicleta,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Susan Evans,03/01/2022,08:14:49,Papeles,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Lauren Hale,07/25/2022,23:13:07,Bicicleta,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Beverly Reyes,07/08/2022,03:43:58,Bolso,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Anna Nguyen,04/23/2022,20:33:15,Celular,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Tyler Terry,07/22/2022,10:26:38,Bolso,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Suzanne Taylor,05/22/2022,02:56:59,Vehiculo,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Audrey Marsh,04/02/2022,10:18:42,Bicicleta,En el centro de la ciudad,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Eugene Wheeler,01/25/2022,09:26:41,Vehiculo,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Joshua Mendoza,02/10/2022,12:13:43,Bicicleta,Cerca a la universidad nacional de Colombia,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Julie Smith,05/07/2022,14:18:22,Vehiculo,En el centro de la ciudad,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Sophia Rodriguez,05/06/2022,05:36:28,Computador,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Samuel Burgess,01/20/2022,00:53:09,Papeles,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Andrew Lawson,05/25/2022,15:56:46,Computador,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
James Walton,06/30/2022,22:42:23,Computador,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Nathan Warren,06/17/2022,09:41:25,Papeles,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Mark Mullins,06/03/2022,22:22:35,Computador,En el centro de la ciudad,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Daniel Jimenez PhD,01/30/2022,09:09:03,Bicicleta,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Brandon Mcgee,02/14/2022,11:22:21,Billetera,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Angela Davis,05/17/2022,16:31:26,Bicicleta,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Seth Stone,08/03/2022,23:35:58,Vehiculo,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Brandon Sellers,04/22/2022,18:25:04,Bicicleta,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Justin Nguyen,05/16/2022,22:03:38,Computador,En el centro de la ciudad,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Aaron Saunders,05/09/2022,10:19:05,Bolso,En el centro de la ciudad,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Stephen Heath,05/01/2022,17:40:01,Vehiculo,En el centro de la ciudad,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Vanessa Fischer,03/08/2022,10:56:54,Bicicleta,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Richard Rosales,04/15/2022,13:19:49,Papeles,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Kevin Williams,06/22/2022,07:19:55,Computador,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
James Craig,06/14/2022,02:15:20,Papeles,En el centro de la ciudad,Sabta Fe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Michael Gonzalez,06/26/2022,02:03:03,Bicicleta,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jeremy Gardner,05/05/2022,04:13:31,Billetera,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Zachary Berg,03/21/2022,21:21:52,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Jessica Marshall,04/05/2022,05:30:30,Bolso,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Michael Holmes,06/11/2022,16:09:00,Billetera,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kaitlyn Morrison,06/12/2022,10:40:11,Bicicleta,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Lisa Higgins,01/13/2022,19:38:38,Vehiculo,Cerca a la universidad nacional de Colombia,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Pamela Soto,03/11/2022,04:18:12,Vehiculo,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Cynthia Hoffman,04/10/2022,05:09:54,Computador,En el centro de la ciudad,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
John Gates,01/28/2022,09:57:24,Computador,En el centro de la ciudad,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Julie Wilkins,04/23/2022,23:25:23,Vehiculo,En el centro de la ciudad,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Anthony Walker,03/08/2022,06:27:11,Vehiculo,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Regina Smith,05/17/2022,12:30:20,Vehiculo,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Christopher Estrada,01/20/2022,15:33:54,Papeles,Cerca a la universidad nacional de Colombia,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Thomas Weaver,04/22/2022,09:50:21,Computador,En el centro de la ciudad,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Bryan Simon,05/26/2022,03:31:47,Papeles,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Cheryl Fox,01/22/2022,14:10:45,Celular,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Sarah Thomas,01/03/2022,02:01:01,Vehiculo,Cerca a la universidad nacional de Colombia,Engativá,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
